0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002121817	0.013503901	0.024885984	0.020744016
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010629668	0.022011751	0.033164137	0.021782053	0.01039997	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007755435	0.019137518	0.030519601	0.024656286	0.013274203	0.00189212	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004881201	0.016263285	0.027645368	0.02753052	0.016148436	0.004766353	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002006968	0.013389052	0.024771135	0.030404753	0.019022669	0.007640586	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.010514819	0.021896902	0.033278986	0.021896902	0.010514819	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.007640586	0.019022669	0.030404753	0.024771135	0.013389052	0.002006968	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.004766353	0.016148436	0.02753052	0.027645368	0.016263285	0.004881201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.00189212	0.013274203	0.024656286	0.030519601	0.019137518	0.007755435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.01039997	0.021782053	0.033164137	0.022011751	0.010629668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.020744016	0.024885984	0.013503901	0.002121817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
